year,employees_start,employees_end,new_hires,net_change,hiring_rate_pct,attrition_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,layoff_pct_log,layoff_pct_next_log,workforce_growth_pct,hire_to_layoff_ratio,revenue_per_employee,co_AMD,co_Adobe,co_Airbnb,co_Alphabet,co_Amazon,co_Apple,co_Block,co_Intel,co_LinkedIn,co_Lyft,co_Meta,co_Microsoft,co_NVIDIA,co_Netflix,co_Oracle,co_PayPal,co_Pinterest,co_SAP,co_Salesforce,co_Shopify,co_Snap,co_Stripe,co_Tesla,co_Uber,co_X (Twitter),fed_rate,sp500_return,recession
2010,24300,33700,10129,9400,41.7,3.0,34.2,-7.6,2.7,9.6,1.3862943611198906,1.3862943611198906,38.68312757201646,13.875342465753425,1407407.4074074076,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,15.1,0.0
2011,33700,56200,23511,22500,69.8,3.0,48.08,41.7,1.6,8.9,1.3862943611198906,1.3862943611198906,66.76557863501483,23.23221343873518,1426706.231454006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2.1,0.0
2012,56200,88400,33886,32200,60.3,3.0,61.09,-0.6,2.3,8.1,1.3862943611198906,1.3862943611198906,57.29537366548043,20.086544161232958,1087010.6761565837,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,16.0,0.0
2013,88400,117300,31552,28900,35.7,3.0,74.45,36.9,1.8,7.4,1.3862943611198906,1.3862943611198906,32.69230769230769,11.89295137580098,842194.5701357466,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,32.4,0.0
2014,117300,154100,40319,36800,34.4,3.0,88.99,-2.8,2.5,6.2,1.3862943611198906,1.3862943611198906,31.372549019607842,11.454261363636364,758653.0264279625,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,13.7,0.0
2015,154100,230800,81323,76700,52.8,3.0,107.01,14.1,2.9,5.3,1.3862943611198906,1.3862943611198906,49.772874756651525,17.587153979238753,694419.2083062946,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.4,0.0
2016,230800,341400,117524,110600,50.9,3.0,135.99,13.2,1.6,4.9,1.3862943611198906,1.3862943611198906,47.92027729636049,16.970974729241878,589211.43847487,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,12.0,0.0
2017,341400,566000,234842,224600,68.8,3.0,177.87,8.8,2.4,4.4,1.3862943611198906,1.3862943611198906,65.78793204452256,22.927072146831982,521001.7574692443,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,21.8,0.0
2018,566000,647500,98480,81500,17.4,3.0,232.89,19.9,2.9,3.9,1.3862943611198906,1.3862943611198906,14.39929328621908,5.799422884400212,411466.43109540635,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,-4.4,0.0
2019,647500,798000,169925,150500,26.2,3.0,280.52,-10.9,2.3,3.7,1.3862943611198906,1.3862943611198906,23.243243243243246,8.74729743642541,433235.52123552124,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,31.5,0.0
2020,798000,1298000,523940,500000,65.7,3.0,386.06,94.5,-2.8,8.1,1.3862943611198906,1.3862943611198906,62.65664160401002,21.884633056263315,483784.4611528822,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,18.4,1.0
2021,1298000,1608000,348940,310000,26.9,3.0,469.82,72.4,5.8,5.4,1.3862943611198906,1.9459101490553132,23.882896764252695,8.9607354716109,361956.8567026194,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,28.7,0.0
2022,1608000,1541000,29480,-67000,1.8,6.0,514.0,-52.6,1.9,3.6,1.9459101490553132,1.9459101490553132,-4.166666666666666,0.3055523885531866,319651.74129353237,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,-18.1,0.0
2023,1541000,1525000,76460,-16000,5.0,6.0,575.0,42.8,2.5,3.7,1.9459101490553132,1.3862943611198906,-1.0382868267358858,0.8269432517493862,373134.32835820894,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,26.3,0.0
2024,1525000,1556000,76750,31000,5.0,3.0,620.0,42.7,2.8,4.1,1.3862943611198906,1.3862943611198906,2.0327868852459017,1.6775589604598806,406557.37704918033,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,25.0,0.0
2001,8568,9600,1717,1032,20.0,8.0,5.36,-8.8,1.0,4.7,2.196653815873066,2.1972245773362196,12.044817927170868,2.502915451895044,625583.5667600373,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,-11.9,1.0
2002,9600,10200,1368,600,14.2,8.0,5.74,38.4,1.7,5.8,2.1972245773362196,1.3862943611198906,6.25,1.7789336801040312,597916.6666666666,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.25,-22.1,0.0
2003,10200,10900,1006,700,9.9,3.0,6.21,33.6,2.8,6.0,1.3862943611198906,1.3862943611198906,6.862745098039216,3.2768729641693812,608823.5294117647,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,28.7,0.0
2004,10900,12100,1527,1200,14.0,3.0,8.28,44.4,3.8,5.5,1.3862943611198906,1.3862943611198906,11.009174311926607,4.655487804878049,759633.0275229356,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.25,10.9,0.0
2005,12100,14800,3063,2700,25.3,3.0,13.93,-10.9,3.5,5.1,1.3862943611198906,1.3862943611198906,22.31404958677686,8.414835164835164,1151239.6694214875,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,4.9,0.0
2006,14800,17787,3431,2987,23.2,3.0,19.32,7.0,2.8,4.6,1.3862943611198906,1.385436625629472,20.18243243243243,7.710112359550561,1305405.4054054054,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.25,15.8,0.0
2007,17787,21600,4346,3813,24.4,3.0,24.01,44.0,2.0,4.6,1.385436625629472,2.1972245773362196,21.43700455388767,8.138576779026216,1349862.258953168,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,5.5,0.0
2008,21600,32000,12128,10400,56.1,8.0,32.48,29.0,0.1,5.8,2.1972245773362196,2.1972245773362196,48.148148148148145,7.014459224985541,1503703.7037037036,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,-37.0,1.0
2009,32000,34300,4860,2300,15.2,8.0,36.54,23.2,-2.6,9.3,2.1972245773362196,1.3862943611198906,7.187499999999999,1.8976962124170247,1141875.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,26.5,1.0
2010,34300,46600,13329,12300,38.9,3.0,65.23,-22.9,2.7,9.6,1.3862943611198906,1.3862943611198906,35.8600583090379,12.940776699029126,1901749.2711370264,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,15.1,0.0
2011,46600,60400,15198,13800,32.6,3.0,108.25,-27.3,1.6,8.9,1.3862943611198906,1.3862943611198906,29.613733905579398,10.863473909935669,2322961.3733905577,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2.1,0.0
2012,60400,72800,14212,12400,23.5,3.0,156.51,-4.5,2.3,8.1,1.3862943611198906,1.3862943611198906,20.52980132450331,7.838940981798125,2591225.1655629138,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,16.0,0.0
2013,72800,80300,9684,7500,13.3,3.0,170.91,-17.2,1.8,7.4,1.3862943611198906,1.3862943611198906,10.302197802197801,4.432036613272311,2347664.835164835,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,32.4,0.0
2014,80300,92600,14709,12300,18.3,3.0,182.8,-15.4,2.5,6.2,1.3862943611198906,1.3862943611198906,15.317559153175592,6.103319502074688,2276463.2627646327,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,13.7,0.0
2015,92600,110000,20178,17400,21.8,3.0,233.72,14.4,2.9,5.3,1.3862943611198906,1.3862943611198906,18.790496760259177,7.260885210507377,2523974.0820734343,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.4,0.0
2016,110000,116000,9300,6000,8.5,3.0,215.64,-18.6,1.6,4.9,1.3862943611198906,1.3862943611198906,5.454545454545454,2.817328082399273,1960363.6363636365,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,12.0,0.0
2017,116000,123000,10480,7000,9.0,3.0,229.23,13.1,2.4,4.4,1.3862943611198906,1.3862943611198906,6.0344827586206895,3.010629129560471,1976120.6896551724,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,21.8,0.0
2018,123000,132000,12690,9000,10.3,3.0,265.6,16.2,2.9,3.9,1.3862943611198906,1.3862943611198906,7.317073170731707,3.43809265781631,2159349.593495935,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,-4.4,0.0
2019,132000,137000,8960,5000,6.8,3.0,260.17,12.7,2.3,3.7,1.3862943611198906,1.3862943611198906,3.787878787878788,2.2620550366069176,1970984.8484848486,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,31.5,0.0
2020,137000,147000,14110,10000,10.3,3.0,274.52,93.1,-2.8,8.1,1.3862943611198906,1.3862943611198906,7.2992700729927,3.4322549258088055,2003795.620437956,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,18.4,1.0
2021,147000,154000,11410,7000,7.8,3.0,365.82,50.3,5.8,5.4,1.3862943611198906,1.9459101490553132,4.761904761904762,2.586715030605305,2488571.4285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,28.7,0.0
2022,154000,164000,19240,10000,12.5,6.0,394.33,-31.3,1.9,3.6,1.9459101490553132,1.9459101490553132,6.493506493506493,2.0820257547884427,2560584.4155844157,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,-18.1,0.0
2023,164000,161000,6840,-3000,4.2,6.0,383.29,109.9,2.5,3.7,1.9459101490553132,1.3862943611198906,-1.8292682926829267,0.6950513159231786,2337134.1463414636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,26.3,0.0
2024,161000,164000,7830,3000,4.9,3.0,391.0,14.8,2.8,4.1,1.3862943611198906,1.3862943611198906,1.8633540372670807,1.6207824466984062,2428571.4285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,25.0,0.0
2010,42,50,9,8,21.4,2.4,0.02,7.6,2.7,9.6,1.2181574393178924,1.0986122886681096,19.047619047619047,4.5,476190.4761904762,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,15.1,0.0
2011,50,100,51,50,102.0,2.0,0.06,35.6,1.6,8.9,1.0986122886681096,1.3862943611198906,100.0,25.5,1200000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2.1,0.0
2012,100,300,203,200,203.0,3.0,0.2,-19.3,2.3,8.1,1.3862943611198906,1.3862943611198906,200.0,50.75,2000000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,16.0,0.0
2013,300,500,209,200,69.7,3.0,0.55,28.3,1.8,7.4,1.3862943611198906,1.3862943611198906,66.66666666666666,20.9,1833333.3333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,32.4,0.0
2014,500,800,315,300,63.0,3.0,0.85,14.4,2.5,6.2,1.3862943611198906,1.3862943611198906,60.0,19.6875,1700000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,13.7,0.0
2015,800,1300,524,500,65.5,3.0,1.27,-11.2,2.9,5.3,1.3862943611198906,1.3862943611198906,62.5,20.96,1587500.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.4,0.0
2016,1300,2000,739,700,56.8,3.0,1.71,6.7,1.6,4.9,1.3862943611198906,1.3862943611198906,53.84615384615385,18.475,1315384.6153846155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,12.0,0.0
2017,2000,2900,960,900,48.0,3.0,2.21,12.3,2.4,4.4,1.3862943611198906,1.3862943611198906,45.0,15.737704918032787,1105000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,21.8,0.0
2018,2900,3500,687,600,23.7,3.0,3.3,19.6,2.9,3.9,1.3862943611198906,1.3862943611198906,20.689655172413794,7.806818181818182,1137931.0344827587,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,-4.4,0.0
2019,3500,4500,1105,1000,31.6,3.0,4.71,18.7,2.3,3.7,1.3862943611198906,1.3862943611198906,28.57142857142857,10.424528301886792,1345714.2857142857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,31.5,0.0
2020,4500,6500,2135,2000,47.4,3.0,9.5,56.8,-2.8,8.1,1.3862943611198906,1.3862943611198906,44.44444444444444,15.698529411764707,2111111.111111111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,18.4,1.0
2021,6500,8500,2195,2000,33.8,3.0,17.66,78.1,5.8,5.4,1.3862943611198906,1.9459101490553132,30.76923076923077,11.198979591836734,2716923.076923077,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,28.7,0.0
2022,8500,13000,5010,4500,58.9,6.0,17.53,-53.8,1.9,3.6,1.9459101490553132,2.1624384612508036,52.94117647058824,9.804305283757339,2062352.9411764706,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,-18.1,0.0
2023,13000,12000,0,-1000,0.0,7.7,21.32,106.4,2.5,3.7,2.1624384612508036,1.3862943611198906,-7.6923076923076925,0.0,1640000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,26.3,0.0
2024,12000,12500,860,500,7.2,3.0,23.5,48.3,2.8,4.1,1.3862943611198906,1.3862943611198906,4.166666666666666,2.3822714681440442,1958333.3333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,25.0,0.0
2001,86100,83400,4188,-2700,4.9,8.0,26.54,-10.1,1.0,4.7,2.1972245773362196,2.1972245773362196,-3.1358885017421603,0.6079256786180868,308246.22531939606,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,-11.9,1.0
2002,83400,78700,1972,-4700,2.4,8.0,26.76,-9.0,1.7,5.8,2.1972245773362196,1.3862943611198906,-5.635491606714628,0.29551925670612916,320863.309352518,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.25,-22.1,0.0
2003,78700,79700,3361,1000,4.3,3.0,30.14,43.6,2.8,6.0,1.3862943611198906,1.3862943611198906,1.2706480304955527,1.4229466553767993,382973.3163913596,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,28.7,0.0
2004,79700,85000,7691,5300,9.6,3.0,34.21,48.9,3.8,5.5,1.3862943611198906,1.3862943611198906,6.649937264742785,3.2153010033444818,429234.6298619824,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.25,10.9,0.0
2005,85000,99900,17450,14900,20.5,3.0,38.83,-22.5,3.5,5.1,1.3862943611198906,1.9177760428779063,17.529411764705884,6.840454723637789,456823.5294117647,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,4.9,0.0
2006,99900,94100,0,-5800,0.0,5.8,35.38,32.0,2.8,4.6,1.9177760428779063,2.228836738995108,-5.805805805805806,0.0,354154.1541541542,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.25,15.8,0.0
2007,94100,86300,0,-7800,0.0,8.3,38.33,-23.1,2.0,4.6,2.228836738995108,2.1972245773362196,-8.289054197662061,0.0,407332.6248671626,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,5.5,0.0
2008,86300,83900,4504,-2400,5.2,8.0,37.59,-4.6,0.1,5.8,2.1972245773362196,2.1972245773362196,-2.7809965237543453,0.6522809558291094,435573.58053302433,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,-37.0,1.0
2009,83900,79800,2612,-4100,3.1,8.0,35.13,-4.3,-2.6,9.3,2.1972245773362196,1.3862943611198906,-4.886769964243146,0.3890957842991211,418712.75327771157,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,26.5,1.0
2010,79800,82500,5094,2700,6.4,3.0,43.62,22.9,2.7,9.6,1.3862943611198906,1.3862943611198906,3.3834586466165413,2.126931106471816,546616.5413533835,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,15.1,0.0
2011,82500,100100,20075,17600,24.3,3.0,53.99,-6.0,1.6,8.9,1.3862943611198906,1.3862943611198906,21.333333333333336,8.1078352180937,654424.2424242424,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2.1,0.0
2012,100100,105000,7903,4900,7.9,3.0,53.34,35.3,2.3,8.1,1.3862943611198906,1.3862943611198906,4.895104895104895,2.6308255659121174,532867.1328671329,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,16.0,0.0
2013,105000,107600,5750,2600,5.5,3.0,52.71,14.4,1.8,7.4,1.3862943611198906,1.3862943611198906,2.4761904761904763,1.8248175182481752,502000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,32.4,0.0
2014,107600,106700,2328,-900,2.2,3.0,55.87,-13.0,2.5,6.2,1.3862943611198906,1.3862943611198906,-0.8364312267657992,0.7209662434190152,519237.9182156134,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,13.7,0.0
2015,106700,107300,3801,600,3.6,3.0,55.36,20.6,2.9,5.3,1.3862943611198906,1.3862943611198906,0.5623242736644799,1.1870705808869457,518837.8631677601,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.4,0.0
2016,107300,106000,1919,-1300,1.8,3.0,59.39,-2.4,1.6,4.9,1.3862943611198906,1.414203149236967,-1.211556383970177,0.5959627329192546,553494.8741845294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,12.0,0.0
2017,106000,102700,0,-3300,0.0,3.1,62.76,-3.0,2.4,4.4,1.414203149236967,1.3862943611198906,-3.1132075471698113,0.0,592075.4716981133,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,21.8,0.0
2018,102700,107400,7781,4700,7.6,3.0,70.85,9.3,2.9,3.9,1.3862943611198906,1.3862943611198906,4.576436222005842,2.524659312134977,689873.417721519,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,-4.4,0.0
2019,107400,110800,6622,3400,6.2,3.0,71.97,33.5,2.3,3.7,1.3862943611198906,1.3862943611198906,3.165735567970205,2.054607508532423,670111.7318435754,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,31.5,0.0
2020,110800,110600,3124,-200,2.8,3.0,77.87,27.3,-2.8,8.1,1.3862943611198906,1.3862943611198906,-0.18050541516245489,0.9395488721804511,702797.833935018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,18.4,1.0
2021,110600,121100,13818,10500,12.5,3.0,79.02,18.4,5.8,5.4,1.3862943611198906,1.9459101490553132,9.49367088607595,4.163302199457668,714466.5461121157,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,28.7,0.0
2022,121100,131900,18066,10800,14.9,6.0,63.05,-20.9,1.9,3.6,1.9459101490553132,1.9459101490553132,8.918249380677127,2.486032750791248,520644.09578860446,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,-18.1,0.0
2023,131900,124800,814,-7100,0.6,6.0,54.23,80.2,2.5,3.7,1.9459101490553132,2.034789438529348,-5.382865807429871,0.10284270372710044,411144.806671721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,26.3,0.0
2024,124800,116500,0,-8300,0.0,6.7,54.2,29.8,2.8,4.1,2.034789438529348,1.8839434253061136,-6.6506410256410255,0.0,434294.8717948718,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,25.0,0.0
2004,42,50,9,8,21.4,2.4,0.0,-5.1,3.8,5.5,1.2181574393178924,1.0986122886681096,19.047619047619047,4.5,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.25,10.9,0.0
2005,50,80,31,30,62.0,2.0,0.01,-20.8,3.5,5.1,1.0986122886681096,1.252762968495368,60.0,15.5,200000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,4.9,0.0
2006,80,120,42,40,52.5,2.5,0.01,3.4,2.8,4.6,1.252762968495368,1.252762968495368,50.0,14.0,125000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.25,15.8,0.0
2007,120,200,83,80,69.2,2.5,0.03,-17.3,2.0,4.6,1.252762968495368,2.1972245773362196,66.66666666666666,20.75,250000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.25,5.5,0.0
2008,200,350,166,150,83.0,8.0,0.08,39.4,0.1,5.8,2.1972245773362196,2.1972245773362196,75.0,9.764705882352942,400000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,-37.0,1.0
2009,350,500,178,150,50.9,8.0,0.12,27.4,-2.6,9.3,2.1972245773362196,1.3862943611198906,42.857142857142854,6.137931034482759,342857.14285714284,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,26.5,1.0
2010,500,1000,515,500,103.0,3.0,0.24,-0.4,2.7,9.6,1.3862943611198906,1.3862943611198906,100.0,32.1875,480000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,15.1,0.0
2011,1000,2100,1130,1100,113.0,3.0,0.52,-18.8,1.6,8.9,1.3862943611198906,1.3862943611198906,110.00000000000001,36.45161290322581,520000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,2.1,0.0
2012,2100,3458,1421,1358,67.7,3.0,0.97,39.2,2.3,8.1,1.3862943611198906,1.3809300858427236,64.66666666666666,22.203125,461904.7619047619,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,16.0,0.0
2013,3458,5400,2045,1942,59.1,3.0,1.53,40.3,1.8,7.4,1.3809300858427236,1.3862943611198906,56.15962984384038,19.66346153846154,442452.2845575477,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,32.4,0.0
2014,5400,6897,1659,1497,30.7,3.0,2.22,17.0,2.5,6.2,1.3862943611198906,1.3829903733634346,27.72222222222222,10.177914110429448,411111.1111111111,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,13.7,0.0
2015,6897,9200,2509,2303,36.4,3.0,2.99,-26.8,2.9,5.3,1.3829903733634346,1.3862943611198906,33.39132956357837,12.120772946859903,433521.8210816297,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,1.4,0.0
2016,9200,10800,1876,1600,20.4,3.0,3.62,-12.2,1.6,4.9,1.3862943611198906,1.3862943611198906,17.391304347826086,6.772563176895307,393478.26086956525,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,12.0,0.0
2017,10800,12500,2024,1700,18.7,3.0,5.5,19.1,2.4,4.4,1.3862943611198906,1.3862943611198906,15.74074074074074,6.227692307692307,509259.25925925927,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,21.8,0.0
2018,12500,14000,1875,1500,15.0,3.0,6.5,7.1,2.9,3.9,1.3862943611198906,1.3862943611198906,12.0,4.986702127659575,520000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,-4.4,0.0
2019,14000,16000,2420,2000,17.3,3.0,7.5,-10.7,2.3,3.7,1.3862943611198906,1.3862943611198906,14.285714285714285,5.748218527315914,535714.2857142857,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.75,31.5,0.0
2020,16000,18000,2480,2000,15.5,3.0,8.05,75.2,-2.8,8.1,1.3862943611198906,1.3862943611198906,12.5,5.155925155925156,503125.00000000006,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,18.4,1.0
2021,18000,19000,1540,1000,8.6,3.0,10.0,42.8,5.8,5.4,1.3862943611198906,1.9459101490553132,5.555555555555555,2.846580406654344,555555.5555555555,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25,28.7,0.0
