year,employees_start,new_hires,hiring_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,layoff_pct,workforce_growth_pct,hire_to_layoff_ratio,revenue_per_employee,layoff_pct_lag1,employees_start_lag1,revenue_billions_usd_lag1,stock_price_change_pct_lag1,new_hires_lag1,co_AMD,co_Adobe,co_Airbnb,co_Alphabet,co_Amazon,co_Apple,co_Block,co_Intel,co_LinkedIn,co_Lyft,co_Meta,co_Microsoft,co_NVIDIA,co_Netflix,co_Oracle,co_PayPal,co_Pinterest,co_SAP,co_Salesforce,co_Shopify,co_Snap,co_Stripe,co_Tesla,co_Uber,co_X (Twitter)
2009,20700,5256,25.4,24.51,32.7,-2.6,9.3,0,0,8.0,17.391304347826086,3.171997585998793,1184057.9710144927,8.0,17000.0,19.17,-28.7,5060.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,24300,10129,41.7,34.2,-7.6,2.7,9.6,0,1,3.0,38.68312757201646,13.875342465753425,1407407.4074074076,8.0,20700.0,24.51,32.7,5256.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,33700,23511,69.8,48.08,41.7,1.6,8.9,0,1,3.0,66.76557863501483,23.23221343873518,1426706.231454006,3.0,24300.0,34.2,-7.6,10129.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,56200,33886,60.3,61.09,-0.6,2.3,8.1,0,1,3.0,57.29537366548043,20.086544161232958,1087010.6761565837,3.0,33700.0,48.08,41.7,23511.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,88400,31552,35.7,74.45,36.9,1.8,7.4,0,1,3.0,32.69230769230769,11.89295137580098,842194.5701357466,3.0,56200.0,61.09,-0.6,33886.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,117300,40319,34.4,88.99,-2.8,2.5,6.2,0,1,3.0,31.372549019607842,11.454261363636364,758653.0264279625,3.0,88400.0,74.45,36.9,31552.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,154100,81323,52.8,107.01,14.1,2.9,5.3,0,1,3.0,49.772874756651525,17.587153979238753,694419.2083062946,3.0,117300.0,88.99,-2.8,40319.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,230800,117524,50.9,135.99,13.2,1.6,4.9,0,1,3.0,47.92027729636049,16.970974729241878,589211.43847487,3.0,154100.0,107.01,14.1,81323.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,341400,234842,68.8,177.87,8.8,2.4,4.4,0,1,3.0,65.78793204452256,22.927072146831982,521001.7574692443,3.0,230800.0,135.99,13.2,117524.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,566000,98480,17.4,232.89,19.9,2.9,3.9,0,1,3.0,14.39929328621908,5.799422884400212,411466.43109540635,3.0,341400.0,177.87,8.8,234842.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,647500,169925,26.2,280.52,-10.9,2.3,3.7,0,1,3.0,23.243243243243246,8.74729743642541,433235.52123552124,3.0,566000.0,232.89,19.9,98480.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,798000,523940,65.7,386.06,94.5,-2.8,8.1,0,1,3.0,62.65664160401002,21.884633056263315,483784.4611528822,3.0,647500.0,280.52,-10.9,169925.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,1298000,348940,26.9,469.82,72.4,5.8,5.4,0,1,3.0,23.882896764252695,8.9607354716109,361956.8567026194,3.0,798000.0,386.06,94.5,523940.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1608000,29480,1.8,514.0,-52.6,1.9,3.6,0,1,6.0,-4.166666666666666,0.3055523885531866,319651.74129353237,3.0,1298000.0,469.82,72.4,348940.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1541000,76460,5.0,575.0,42.8,2.5,3.7,0,1,6.0,-1.0382868267358858,0.8269432517493862,373134.32835820894,6.0,1608000.0,514.0,-52.6,29480.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,1525000,76750,5.0,620.0,42.7,2.8,4.1,1,0,3.0,2.0327868852459017,1.6775589604598806,406557.37704918033,6.0,1541000.0,575.0,42.8,76460.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,1556000,30680,2.0,670.0,-2.9,2.3,4.2,1,0,3.0,-1.0282776349614395,0.6572267089393972,430591.25964010286,3.0,1525000.0,620.0,42.7,76750.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,8568,1717,20.0,5.36,-8.8,1.0,4.7,0,0,7.9948646125116705,12.044817927170868,2.502915451895044,625583.5667600373,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,9600,1368,14.2,5.74,38.4,1.7,5.8,0,0,8.0,6.25,1.7789336801040312,597916.6666666666,7.9948646125116705,8568.0,5.36,-8.8,1717.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,10200,1006,9.9,6.21,33.6,2.8,6.0,0,0,3.0,6.862745098039216,3.2768729641693812,608823.5294117647,8.0,9600.0,5.74,38.4,1368.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,10900,1527,14.0,8.28,44.4,3.8,5.5,0,0,3.0,11.009174311926607,4.655487804878049,759633.0275229356,3.0,10200.0,6.21,33.6,1006.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,12100,3063,25.3,13.93,-10.9,3.5,5.1,0,0,3.0,22.31404958677686,8.414835164835164,1151239.6694214875,3.0,10900.0,8.28,44.4,1527.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,14800,3431,23.2,19.32,7.0,2.8,4.6,0,0,3.0,20.18243243243243,7.710112359550561,1305405.4054054054,3.0,12100.0,13.93,-10.9,3063.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,17787,4346,24.4,24.01,44.0,2.0,4.6,0,0,2.9965705290380615,21.43700455388767,8.138576779026216,1349862.258953168,3.0,14800.0,19.32,7.0,3431.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,21600,12128,56.1,32.48,29.0,0.1,5.8,0,0,8.0,48.148148148148145,7.014459224985541,1503703.7037037036,2.9965705290380615,17787.0,24.01,44.0,4346.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,32000,4860,15.2,36.54,23.2,-2.6,9.3,0,0,8.0,7.187499999999999,1.8976962124170247,1141875.0,8.0,21600.0,32.48,29.0,12128.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,34300,13329,38.9,65.23,-22.9,2.7,9.6,0,1,3.0,35.8600583090379,12.940776699029126,1901749.2711370264,8.0,32000.0,36.54,23.2,4860.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,46600,15198,32.6,108.25,-27.3,1.6,8.9,0,1,3.0,29.613733905579398,10.863473909935669,2322961.3733905577,3.0,34300.0,65.23,-22.9,13329.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,60400,14212,23.5,156.51,-4.5,2.3,8.1,0,1,3.0,20.52980132450331,7.838940981798125,2591225.1655629138,3.0,46600.0,108.25,-27.3,15198.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,72800,9684,13.3,170.91,-17.2,1.8,7.4,0,1,3.0,10.302197802197801,4.432036613272311,2347664.835164835,3.0,60400.0,156.51,-4.5,14212.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,80300,14709,18.3,182.8,-15.4,2.5,6.2,0,1,3.0,15.317559153175592,6.103319502074688,2276463.2627646327,3.0,72800.0,170.91,-17.2,9684.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,92600,20178,21.8,233.72,14.4,2.9,5.3,0,1,3.0,18.790496760259177,7.260885210507377,2523974.0820734343,3.0,80300.0,182.8,-15.4,14709.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,110000,9300,8.5,215.64,-18.6,1.6,4.9,0,1,3.0,5.454545454545454,2.817328082399273,1960363.6363636365,3.0,92600.0,233.72,14.4,20178.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,116000,10480,9.0,229.23,13.1,2.4,4.4,0,1,3.0,6.0344827586206895,3.010629129560471,1976120.6896551724,3.0,110000.0,215.64,-18.6,9300.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,123000,12690,10.3,265.6,16.2,2.9,3.9,0,1,3.0,7.317073170731707,3.43809265781631,2159349.593495935,3.0,116000.0,229.23,13.1,10480.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,132000,8960,6.8,260.17,12.7,2.3,3.7,0,1,3.0,3.787878787878788,2.2620550366069176,1970984.8484848486,3.0,123000.0,265.6,16.2,12690.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,137000,14110,10.3,274.52,93.1,-2.8,8.1,0,1,3.0,7.2992700729927,3.4322549258088055,2003795.620437956,3.0,132000.0,260.17,12.7,8960.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,147000,11410,7.8,365.82,50.3,5.8,5.4,0,1,3.0,4.761904761904762,2.586715030605305,2488571.4285714286,3.0,137000.0,274.52,93.1,14110.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,154000,19240,12.5,394.33,-31.3,1.9,3.6,0,1,6.0,6.493506493506493,2.0820257547884427,2560584.4155844157,3.0,147000.0,365.82,50.3,11410.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,164000,6840,4.2,383.29,109.9,2.5,3.7,0,1,6.0,-1.8292682926829267,0.6950513159231786,2337134.1463414636,6.0,154000.0,394.33,-31.3,19240.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,161000,7830,4.9,391.0,14.8,2.8,4.1,1,0,3.0,1.8633540372670807,1.6207824466984062,2428571.4285714286,6.0,164000.0,383.29,109.9,6840.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,164000,6920,4.2,416.2,-5.7,2.3,4.2,1,0,3.0,1.2195121951219512,1.4062182483235115,2537804.8780487804,3.0,161000.0,391.0,14.8,7830.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,42,9,21.4,0.02,7.6,2.7,9.6,1,0,2.380952380952381,19.047619047619047,4.5,476190.4761904762,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,50,51,102.0,0.06,35.6,1.6,8.9,1,0,2.0,100.0,25.5,1200000.0,2.380952380952381,42.0,0.02,7.6,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,100,203,203.0,0.2,-19.3,2.3,8.1,1,0,3.0,200.0,50.75,2000000.0,2.0,50.0,0.06,35.6,51.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,300,209,69.7,0.55,28.3,1.8,7.4,1,0,3.0,66.66666666666666,20.9,1833333.3333333333,3.0,100.0,0.2,-19.3,203.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,500,315,63.0,0.85,14.4,2.5,6.2,1,0,3.0,60.0,19.6875,1700000.0,3.0,300.0,0.55,28.3,209.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,800,524,65.5,1.27,-11.2,2.9,5.3,1,0,3.0,62.5,20.96,1587500.0,3.0,500.0,0.85,14.4,315.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,1300,739,56.8,1.71,6.7,1.6,4.9,1,0,3.0,53.84615384615385,18.475,1315384.6153846155,3.0,800.0,1.27,-11.2,524.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,2000,960,48.0,2.21,12.3,2.4,4.4,1,0,3.0,45.0,15.737704918032787,1105000.0,3.0,1300.0,1.71,6.7,739.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,2900,687,23.7,3.3,19.6,2.9,3.9,1,0,3.0,20.689655172413794,7.806818181818182,1137931.0344827587,3.0,2000.0,2.21,12.3,960.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,3500,1105,31.6,4.71,18.7,2.3,3.7,1,0,3.0,28.57142857142857,10.424528301886792,1345714.2857142857,3.0,2900.0,3.3,19.6,687.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,4500,2135,47.4,9.5,56.8,-2.8,8.1,1,0,3.0,44.44444444444444,15.698529411764707,2111111.111111111,3.0,3500.0,4.71,18.7,1105.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,6500,2195,33.8,17.66,78.1,5.8,5.4,1,0,3.0,30.76923076923077,11.198979591836734,2716923.076923077,3.0,4500.0,9.5,56.8,2135.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,8500,5010,58.9,17.53,-53.8,1.9,3.6,1,0,6.0,52.94117647058824,9.804305283757339,2062352.9411764706,3.0,6500.0,17.66,78.1,2195.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,13000,0,0.0,21.32,106.4,2.5,3.7,1,0,7.6923076923076925,-7.6923076923076925,0.0,1640000.0,6.0,8500.0,17.53,-53.8,5010.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,12000,860,7.2,23.5,48.3,2.8,4.1,1,0,3.0,4.166666666666666,2.3822714681440442,1958333.3333333333,7.6923076923076925,13000.0,21.32,106.4,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,12500,875,7.0,25.0,22.2,2.3,4.2,1,0,3.0,4.0,2.327127659574468,2000000.0,3.0,12000.0,23.5,48.3,860.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,86100,4188,4.9,26.54,-10.1,1.0,4.7,0,0,8.0,-3.1358885017421603,0.6079256786180868,308246.22531939606,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,83400,1972,2.4,26.76,-9.0,1.7,5.8,0,0,8.0,-5.635491606714628,0.29551925670612916,320863.309352518,8.0,86100.0,26.54,-10.1,4188.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,78700,3361,4.3,30.14,43.6,2.8,6.0,0,0,3.0,1.2706480304955527,1.4229466553767993,382973.3163913596,8.0,83400.0,26.76,-9.0,1972.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,79700,7691,9.6,34.21,48.9,3.8,5.5,0,0,3.0,6.649937264742785,3.2153010033444818,429234.6298619824,3.0,78700.0,30.14,43.6,3361.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,85000,17450,20.5,38.83,-22.5,3.5,5.1,0,0,3.0,17.529411764705884,6.840454723637789,456823.5294117647,3.0,79700.0,34.21,48.9,7691.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,99900,0,0.0,35.38,32.0,2.8,4.6,0,0,5.805805805805806,-5.805805805805806,0.0,354154.1541541542,3.0,85000.0,38.83,-22.5,17450.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,94100,0,0.0,38.33,-23.1,2.0,4.6,0,0,8.289054197662061,-8.289054197662061,0.0,407332.6248671626,5.805805805805806,99900.0,35.38,32.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,86300,4504,5.2,37.59,-4.6,0.1,5.8,0,0,8.0,-2.7809965237543453,0.6522809558291094,435573.58053302433,8.289054197662061,94100.0,38.33,-23.1,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,83900,2612,3.1,35.13,-4.3,-2.6,9.3,0,0,8.0,-4.886769964243146,0.3890957842991211,418712.75327771157,8.0,86300.0,37.59,-4.6,4504.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,79800,5094,6.4,43.62,22.9,2.7,9.6,0,1,3.0,3.3834586466165413,2.126931106471816,546616.5413533835,8.0,83900.0,35.13,-4.3,2612.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,82500,20075,24.3,53.99,-6.0,1.6,8.9,0,1,3.0,21.333333333333336,8.1078352180937,654424.2424242424,3.0,79800.0,43.62,22.9,5094.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,100100,7903,7.9,53.34,35.3,2.3,8.1,0,1,3.0,4.895104895104895,2.6308255659121174,532867.1328671329,3.0,82500.0,53.99,-6.0,20075.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,105000,5750,5.5,52.71,14.4,1.8,7.4,0,1,3.0,2.4761904761904763,1.8248175182481752,502000.0,3.0,100100.0,53.34,35.3,7903.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,107600,2328,2.2,55.87,-13.0,2.5,6.2,0,1,3.0,-0.8364312267657992,0.7209662434190152,519237.9182156134,3.0,105000.0,52.71,14.4,5750.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,106700,3801,3.6,55.36,20.6,2.9,5.3,0,1,3.0,0.5623242736644799,1.1870705808869457,518837.8631677601,3.0,107600.0,55.87,-13.0,2328.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,107300,1919,1.8,59.39,-2.4,1.6,4.9,0,1,3.0,-1.211556383970177,0.5959627329192546,553494.8741845294,3.0,106700.0,55.36,20.6,3801.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,106000,0,0.0,62.76,-3.0,2.4,4.4,0,1,3.1132075471698113,-3.1132075471698113,0.0,592075.4716981133,3.0,107300.0,59.39,-2.4,1919.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,102700,7781,7.6,70.85,9.3,2.9,3.9,0,1,3.0,4.576436222005842,2.524659312134977,689873.417721519,3.1132075471698113,106000.0,62.76,-3.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,107400,6622,6.2,71.97,33.5,2.3,3.7,0,1,3.0,3.165735567970205,2.054607508532423,670111.7318435754,3.0,102700.0,70.85,9.3,7781.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,110800,3124,2.8,77.87,27.3,-2.8,8.1,0,1,3.0,-0.18050541516245489,0.9395488721804511,702797.833935018,3.0,107400.0,71.97,33.5,6622.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,110600,13818,12.5,79.02,18.4,5.8,5.4,0,1,3.0,9.49367088607595,4.163302199457668,714466.5461121157,3.0,110800.0,77.87,27.3,3124.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,121100,18066,14.9,63.05,-20.9,1.9,3.6,0,1,6.0,8.918249380677127,2.486032750791248,520644.09578860446,3.0,110600.0,79.02,18.4,13818.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,131900,814,0.6,54.23,80.2,2.5,3.7,0,1,6.0,-5.382865807429871,0.10284270372710044,411144.806671721,6.0,121100.0,63.05,-20.9,18066.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,124800,0,0.0,54.2,29.8,2.8,4.1,1,0,6.6506410256410255,-6.6506410256410255,0.0,434294.8717948718,6.0,131900.0,54.23,80.2,814.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,116500,0,0.0,55.0,26.9,2.3,4.2,1,0,5.579399141630901,-5.579399141630901,0.0,472103.0042918455,6.6506410256410255,124800.0,54.2,29.8,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,42,9,21.4,0.0,-5.1,3.8,5.5,0,0,2.380952380952381,19.047619047619047,4.5,0.0,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,50,31,62.0,0.01,-20.8,3.5,5.1,0,0,2.0,60.0,15.5,200000.0,2.380952380952381,42.0,0.0,-5.1,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,80,42,52.5,0.01,3.4,2.8,4.6,0,0,2.5,50.0,14.0,125000.0,2.0,50.0,0.01,-20.8,31.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,120,83,69.2,0.03,-17.3,2.0,4.6,0,0,2.5,66.66666666666666,20.75,250000.0,2.5,80.0,0.01,3.4,42.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,200,166,83.0,0.08,39.4,0.1,5.8,0,0,8.0,75.0,9.764705882352942,400000.0,2.5,120.0,0.03,-17.3,83.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,350,178,50.9,0.12,27.4,-2.6,9.3,0,0,8.0,42.857142857142854,6.137931034482759,342857.14285714284,8.0,200.0,0.08,39.4,166.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010,500,515,103.0,0.24,-0.4,2.7,9.6,0,1,3.0,100.0,32.1875,480000.0,8.0,350.0,0.12,27.4,178.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,1000,1130,113.0,0.52,-18.8,1.6,8.9,0,1,3.0,110.00000000000001,36.45161290322581,520000.0,3.0,500.0,0.24,-0.4,515.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,2100,1421,67.7,0.97,39.2,2.3,8.1,0,1,3.0,64.66666666666666,22.203125,461904.7619047619,3.0,1000.0,0.52,-18.8,1130.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,3458,2045,59.1,1.53,40.3,1.8,7.4,0,1,2.9786003470213998,56.15962984384038,19.66346153846154,442452.2845575477,3.0,2100.0,0.97,39.2,1421.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,5400,1659,30.7,2.22,17.0,2.5,6.2,0,1,3.0,27.72222222222222,10.177914110429448,411111.1111111111,2.9786003470213998,3458.0,1.53,40.3,2045.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,6897,2509,36.4,2.99,-26.8,2.9,5.3,0,1,2.9868058576192547,33.39132956357837,12.120772946859903,433521.8210816297,3.0,5400.0,2.22,17.0,1659.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,9200,1876,20.4,3.62,-12.2,1.6,4.9,0,1,3.0,17.391304347826086,6.772563176895307,393478.26086956525,2.9868058576192547,6897.0,2.99,-26.8,2509.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,10800,2024,18.7,5.5,19.1,2.4,4.4,0,1,3.0,15.74074074074074,6.227692307692307,509259.25925925927,3.0,9200.0,3.62,-12.2,1876.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,12500,1875,15.0,6.5,7.1,2.9,3.9,0,1,3.0,12.0,4.986702127659575,520000.0,3.0,10800.0,5.5,19.1,2024.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,14000,2420,17.3,7.5,-10.7,2.3,3.7,0,1,3.0,14.285714285714285,5.748218527315914,535714.2857142857,3.0,12500.0,6.5,7.1,1875.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,16000,2480,15.5,8.05,75.2,-2.8,8.1,0,1,3.0,12.5,5.155925155925156,503125.00000000006,3.0,14000.0,7.5,-10.7,2420.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,18000,1540,8.6,10.0,42.8,5.8,5.4,0,1,3.0,5.555555555555555,2.846580406654344,555555.5555555555,3.0,16000.0,8.05,75.2,2480.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,19000,2640,13.9,13.82,-31.1,1.9,3.6,0,1,6.0,7.894736842105263,2.3137598597721296,727368.4210526316,3.0,18000.0,10.0,42.8,1540.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
